conv_layer_1;conv_layer_2;dense_layer_1;dense_layer_2;drop_out_1;drop_out_2;id_simu
32;32;32;32;0.5;0.4;654
32;32;32;32;0.5;0.5;655
32;32;32;64;0.2;0.2;656
32;32;32;64;0.2;0.3;657
32;32;32;64;0.2;0.4;658
32;32;32;64;0.2;0.5;659
32;32;32;64;0.3;0.2;660
32;32;32;64;0.3;0.3;661
32;32;32;64;0.3;0.4;662
32;32;32;64;0.3;0.5;663
32;32;32;64;0.4;0.2;664
32;32;32;64;0.4;0.3;665
32;32;32;64;0.4;0.4;666
32;32;32;64;0.4;0.5;667
32;32;32;64;0.5;0.2;668
32;32;32;64;0.5;0.3;669
32;32;32;64;0.5;0.4;670
32;32;32;64;0.5;0.5;671
32;32;64;16;0.2;0.2;672
32;32;64;16;0.2;0.3;673
32;32;64;16;0.2;0.4;674
32;32;64;16;0.2;0.5;675
32;32;64;16;0.3;0.2;676
32;32;64;16;0.3;0.3;677
32;32;64;16;0.3;0.4;678
32;32;64;16;0.3;0.5;679
32;32;64;16;0.4;0.2;680
32;32;64;16;0.4;0.3;681
32;32;64;16;0.4;0.4;682
32;32;64;16;0.4;0.5;683
32;32;64;16;0.5;0.2;684
32;32;64;16;0.5;0.3;685
32;32;64;16;0.5;0.4;686
32;32;64;16;0.5;0.5;687
32;32;64;32;0.2;0.2;688
32;32;64;32;0.2;0.3;689
32;32;64;32;0.2;0.4;690
32;32;64;32;0.2;0.5;691
32;32;64;32;0.3;0.2;692
32;32;64;32;0.3;0.3;693
32;32;64;32;0.3;0.4;694
32;32;64;32;0.3;0.5;695
32;32;64;32;0.4;0.2;696
32;32;64;32;0.4;0.3;697
32;32;64;32;0.4;0.4;698
32;32;64;32;0.4;0.5;699
32;32;64;32;0.5;0.2;700
32;32;64;32;0.5;0.3;701
32;32;64;32;0.5;0.4;702
32;32;64;32;0.5;0.5;703
32;32;64;64;0.2;0.2;704
32;32;64;64;0.2;0.3;705
32;32;64;64;0.2;0.4;706
32;32;64;64;0.2;0.5;707
32;32;64;64;0.3;0.2;708
32;32;64;64;0.3;0.3;709
32;32;64;64;0.3;0.4;710
32;32;64;64;0.3;0.5;711
32;32;64;64;0.4;0.2;712
32;32;64;64;0.4;0.3;713
32;32;64;64;0.4;0.4;714
32;32;64;64;0.4;0.5;715
32;32;64;64;0.5;0.2;716
32;32;64;64;0.5;0.3;717
32;32;64;64;0.5;0.4;718
32;32;64;64;0.5;0.5;719
32;64;16;16;0.2;0.2;720
32;64;16;16;0.2;0.3;721
32;64;16;16;0.2;0.4;722
32;64;16;16;0.2;0.5;723
32;64;16;16;0.3;0.2;724
32;64;16;16;0.3;0.3;725
32;64;16;16;0.3;0.4;726
32;64;16;16;0.3;0.5;727
32;64;16;16;0.4;0.2;728
32;64;16;16;0.4;0.3;729
32;64;16;16;0.4;0.4;730
32;64;16;16;0.4;0.5;731
32;64;16;16;0.5;0.2;732
32;64;16;16;0.5;0.3;733
32;64;16;16;0.5;0.4;734
32;64;16;16;0.5;0.5;735
32;64;16;32;0.2;0.2;736
32;64;16;32;0.2;0.3;737
32;64;16;32;0.2;0.4;738
32;64;16;32;0.2;0.5;739
32;64;16;32;0.3;0.2;740
32;64;16;32;0.3;0.3;741
32;64;16;32;0.3;0.4;742
32;64;16;32;0.3;0.5;743
32;64;16;32;0.4;0.2;744
32;64;16;32;0.4;0.3;745
32;64;16;32;0.4;0.4;746
32;64;16;32;0.4;0.5;747
32;64;16;32;0.5;0.2;748
32;64;16;32;0.5;0.3;749
32;64;16;32;0.5;0.4;750
32;64;16;32;0.5;0.5;751
32;64;16;64;0.2;0.2;752
32;64;16;64;0.2;0.3;753
32;64;16;64;0.2;0.4;754
32;64;16;64;0.2;0.5;755
32;64;16;64;0.3;0.2;756
32;64;16;64;0.3;0.3;757
32;64;16;64;0.3;0.4;758
32;64;16;64;0.3;0.5;759
32;64;16;64;0.4;0.2;760
32;64;16;64;0.4;0.3;761
32;64;16;64;0.4;0.4;762
32;64;16;64;0.4;0.5;763
32;64;16;64;0.5;0.2;764
32;64;16;64;0.5;0.3;765
32;64;16;64;0.5;0.4;766
32;64;16;64;0.5;0.5;767
32;64;32;16;0.2;0.2;768
32;64;32;16;0.2;0.3;769
32;64;32;16;0.2;0.4;770
32;64;32;16;0.2;0.5;771
32;64;32;16;0.3;0.2;772
32;64;32;16;0.3;0.3;773
32;64;32;16;0.3;0.4;774
32;64;32;16;0.3;0.5;775
32;64;32;16;0.4;0.2;776
32;64;32;16;0.4;0.3;777
32;64;32;16;0.4;0.4;778
32;64;32;16;0.4;0.5;779
32;64;32;16;0.5;0.2;780
32;64;32;16;0.5;0.3;781
32;64;32;16;0.5;0.4;782
32;64;32;16;0.5;0.5;783
32;64;32;32;0.2;0.2;784
32;64;32;32;0.2;0.3;785
32;64;32;32;0.2;0.4;786
32;64;32;32;0.2;0.5;787
32;64;32;32;0.3;0.2;788
32;64;32;32;0.3;0.3;789
32;64;32;32;0.3;0.4;790
32;64;32;32;0.3;0.5;791
32;64;32;32;0.4;0.2;792
32;64;32;32;0.4;0.3;793
32;64;32;32;0.4;0.4;794
32;64;32;32;0.4;0.5;795
32;64;32;32;0.5;0.2;796
32;64;32;32;0.5;0.3;797
32;64;32;32;0.5;0.4;798
32;64;32;32;0.5;0.5;799
32;64;32;64;0.2;0.2;800
32;64;32;64;0.2;0.3;801
32;64;32;64;0.2;0.4;802
32;64;32;64;0.2;0.5;803
32;64;32;64;0.3;0.2;804
32;64;32;64;0.3;0.3;805
32;64;32;64;0.3;0.4;806
32;64;32;64;0.3;0.5;807
32;64;32;64;0.4;0.2;808
32;64;32;64;0.4;0.3;809
32;64;32;64;0.4;0.4;810
32;64;32;64;0.4;0.5;811
32;64;32;64;0.5;0.2;812
32;64;32;64;0.5;0.3;813
32;64;32;64;0.5;0.4;814
32;64;32;64;0.5;0.5;815
32;64;64;16;0.2;0.2;816
32;64;64;16;0.2;0.3;817
32;64;64;16;0.2;0.4;818
32;64;64;16;0.2;0.5;819
32;64;64;16;0.3;0.2;820
32;64;64;16;0.3;0.3;821
32;64;64;16;0.3;0.4;822
32;64;64;16;0.3;0.5;823
32;64;64;16;0.4;0.2;824
32;64;64;16;0.4;0.3;825
32;64;64;16;0.4;0.4;826
32;64;64;16;0.4;0.5;827
32;64;64;16;0.5;0.2;828
32;64;64;16;0.5;0.3;829
32;64;64;16;0.5;0.4;830
32;64;64;16;0.5;0.5;831
32;64;64;32;0.2;0.2;832
32;64;64;32;0.2;0.3;833
32;64;64;32;0.2;0.4;834
32;64;64;32;0.2;0.5;835
32;64;64;32;0.3;0.2;836
32;64;64;32;0.3;0.3;837
32;64;64;32;0.3;0.4;838
32;64;64;32;0.3;0.5;839
32;64;64;32;0.4;0.2;840
32;64;64;32;0.4;0.3;841
32;64;64;32;0.4;0.4;842
32;64;64;32;0.4;0.5;843
32;64;64;32;0.5;0.2;844
32;64;64;32;0.5;0.3;845
32;64;64;32;0.5;0.4;846
32;64;64;32;0.5;0.5;847
32;64;64;64;0.2;0.2;848
32;64;64;64;0.2;0.3;849
32;64;64;64;0.2;0.4;850
32;64;64;64;0.2;0.5;851
32;64;64;64;0.3;0.2;852
32;64;64;64;0.3;0.3;853
32;64;64;64;0.3;0.4;854
32;64;64;64;0.3;0.5;855
32;64;64;64;0.4;0.2;856
32;64;64;64;0.4;0.3;857
32;64;64;64;0.4;0.4;858
32;64;64;64;0.4;0.5;859
32;64;64;64;0.5;0.2;860
32;64;64;64;0.5;0.3;861
32;64;64;64;0.5;0.4;862
32;64;64;64;0.5;0.5;863
64;16;16;16;0.2;0.2;864
64;16;16;16;0.2;0.3;865
64;16;16;16;0.2;0.4;866
64;16;16;16;0.2;0.5;867
64;16;16;16;0.3;0.2;868
64;16;16;16;0.3;0.3;869
64;16;16;16;0.3;0.4;870
64;16;16;16;0.3;0.5;871
64;16;16;16;0.4;0.2;872
64;16;16;16;0.4;0.3;873
64;16;16;16;0.4;0.4;874
64;16;16;16;0.4;0.5;875
64;16;16;16;0.5;0.2;876
64;16;16;16;0.5;0.3;877
64;16;16;16;0.5;0.4;878
64;16;16;16;0.5;0.5;879
64;16;16;32;0.2;0.2;880
64;16;16;32;0.2;0.3;881
64;16;16;32;0.2;0.4;882
64;16;16;32;0.2;0.5;883
64;16;16;32;0.3;0.2;884
64;16;16;32;0.3;0.3;885
64;16;16;32;0.3;0.4;886
64;16;16;32;0.3;0.5;887
64;16;16;32;0.4;0.2;888
64;16;16;32;0.4;0.3;889
64;16;16;32;0.4;0.4;890
64;16;16;32;0.4;0.5;891
64;16;16;32;0.5;0.2;892
64;16;16;32;0.5;0.3;893
64;16;16;32;0.5;0.4;894
64;16;16;32;0.5;0.5;895
64;16;16;64;0.2;0.2;896
64;16;16;64;0.2;0.3;897
64;16;16;64;0.2;0.4;898
64;16;16;64;0.2;0.5;899
64;16;16;64;0.3;0.2;900
64;16;16;64;0.3;0.3;901
64;16;16;64;0.3;0.4;902
64;16;16;64;0.3;0.5;903
64;16;16;64;0.4;0.2;904
64;16;16;64;0.4;0.3;905
64;16;16;64;0.4;0.4;906
64;16;16;64;0.4;0.5;907
64;16;16;64;0.5;0.2;908
64;16;16;64;0.5;0.3;909
64;16;16;64;0.5;0.4;910
64;16;16;64;0.5;0.5;911
64;16;32;16;0.2;0.2;912
64;16;32;16;0.2;0.3;913
64;16;32;16;0.2;0.4;914
64;16;32;16;0.2;0.5;915
64;16;32;16;0.3;0.2;916
64;16;32;16;0.3;0.3;917
64;16;32;16;0.3;0.4;918
64;16;32;16;0.3;0.5;919
64;16;32;16;0.4;0.2;920
64;16;32;16;0.4;0.3;921
64;16;32;16;0.4;0.4;922
64;16;32;16;0.4;0.5;923
64;16;32;16;0.5;0.2;924
64;16;32;16;0.5;0.3;925
64;16;32;16;0.5;0.4;926
64;16;32;16;0.5;0.5;927
64;16;32;32;0.2;0.2;928
64;16;32;32;0.2;0.3;929
64;16;32;32;0.2;0.4;930
64;16;32;32;0.2;0.5;931
64;16;32;32;0.3;0.2;932
64;16;32;32;0.3;0.3;933
64;16;32;32;0.3;0.4;934
64;16;32;32;0.3;0.5;935
64;16;32;32;0.4;0.2;936
64;16;32;32;0.4;0.3;937
64;16;32;32;0.4;0.4;938
64;16;32;32;0.4;0.5;939
64;16;32;32;0.5;0.2;940
64;16;32;32;0.5;0.3;941
64;16;32;32;0.5;0.4;942
64;16;32;32;0.5;0.5;943
64;16;32;64;0.2;0.2;944
64;16;32;64;0.2;0.3;945
64;16;32;64;0.2;0.4;946
64;16;32;64;0.2;0.5;947
64;16;32;64;0.3;0.2;948
64;16;32;64;0.3;0.3;949
64;16;32;64;0.3;0.4;950
64;16;32;64;0.3;0.5;951
64;16;32;64;0.4;0.2;952
64;16;32;64;0.4;0.3;953
64;16;32;64;0.4;0.4;954
64;16;32;64;0.4;0.5;955
64;16;32;64;0.5;0.2;956
64;16;32;64;0.5;0.3;957
64;16;32;64;0.5;0.4;958
64;16;32;64;0.5;0.5;959
64;16;64;16;0.2;0.2;960
64;16;64;16;0.2;0.3;961
64;16;64;16;0.2;0.4;962
64;16;64;16;0.2;0.5;963
64;16;64;16;0.3;0.2;964
64;16;64;16;0.3;0.3;965
64;16;64;16;0.3;0.4;966
64;16;64;16;0.3;0.5;967
64;16;64;16;0.4;0.2;968
64;16;64;16;0.4;0.3;969
64;16;64;16;0.4;0.4;970
64;16;64;16;0.4;0.5;971
64;16;64;16;0.5;0.2;972
64;16;64;16;0.5;0.3;973
64;16;64;16;0.5;0.4;974
64;16;64;16;0.5;0.5;975
64;16;64;32;0.2;0.2;976
64;16;64;32;0.2;0.3;977
64;16;64;32;0.2;0.4;978
64;16;64;32;0.2;0.5;979
64;16;64;32;0.3;0.2;980
64;16;64;32;0.3;0.3;981
64;16;64;32;0.3;0.4;982
64;16;64;32;0.3;0.5;983
64;16;64;32;0.4;0.2;984
64;16;64;32;0.4;0.3;985
64;16;64;32;0.4;0.4;986
64;16;64;32;0.4;0.5;987
64;16;64;32;0.5;0.2;988
64;16;64;32;0.5;0.3;989
64;16;64;32;0.5;0.4;990
64;16;64;32;0.5;0.5;991
64;16;64;64;0.2;0.2;992
64;16;64;64;0.2;0.3;993
64;16;64;64;0.2;0.4;994
64;16;64;64;0.2;0.5;995
64;16;64;64;0.3;0.2;996
64;16;64;64;0.3;0.3;997
64;16;64;64;0.3;0.4;998
64;16;64;64;0.3;0.5;999
64;16;64;64;0.4;0.2;1000
64;16;64;64;0.4;0.3;1001
64;16;64;64;0.4;0.4;1002
64;16;64;64;0.4;0.5;1003
64;16;64;64;0.5;0.2;1004
64;16;64;64;0.5;0.3;1005
64;16;64;64;0.5;0.4;1006
64;16;64;64;0.5;0.5;1007
64;32;16;16;0.2;0.2;1008
64;32;16;16;0.2;0.3;1009
64;32;16;16;0.2;0.4;1010
64;32;16;16;0.2;0.5;1011
64;32;16;16;0.3;0.2;1012
64;32;16;16;0.3;0.3;1013
64;32;16;16;0.3;0.4;1014
64;32;16;16;0.3;0.5;1015
64;32;16;16;0.4;0.2;1016
64;32;16;16;0.4;0.3;1017
64;32;16;16;0.4;0.4;1018
64;32;16;16;0.4;0.5;1019
64;32;16;16;0.5;0.2;1020
64;32;16;16;0.5;0.3;1021
64;32;16;16;0.5;0.4;1022
64;32;16;16;0.5;0.5;1023
64;32;16;32;0.2;0.2;1024
64;32;16;32;0.2;0.3;1025
64;32;16;32;0.2;0.4;1026
64;32;16;32;0.2;0.5;1027
64;32;16;32;0.3;0.2;1028
64;32;16;32;0.3;0.3;1029
64;32;16;32;0.3;0.4;1030
64;32;16;32;0.3;0.5;1031
64;32;16;32;0.4;0.2;1032
64;32;16;32;0.4;0.3;1033
64;32;16;32;0.4;0.4;1034
64;32;16;32;0.4;0.5;1035
64;32;16;32;0.5;0.2;1036
64;32;16;32;0.5;0.3;1037
64;32;16;32;0.5;0.4;1038
64;32;16;32;0.5;0.5;1039
64;32;16;64;0.2;0.2;1040
64;32;16;64;0.2;0.3;1041
64;32;16;64;0.2;0.4;1042
64;32;16;64;0.2;0.5;1043
64;32;16;64;0.3;0.2;1044
64;32;16;64;0.3;0.3;1045
64;32;16;64;0.3;0.4;1046
64;32;16;64;0.3;0.5;1047
64;32;16;64;0.4;0.2;1048
64;32;16;64;0.4;0.3;1049
64;32;16;64;0.4;0.4;1050
64;32;16;64;0.4;0.5;1051
64;32;16;64;0.5;0.2;1052
64;32;16;64;0.5;0.3;1053
64;32;16;64;0.5;0.4;1054
64;32;16;64;0.5;0.5;1055
64;32;32;16;0.2;0.2;1056
64;32;32;16;0.2;0.3;1057
64;32;32;16;0.2;0.4;1058
64;32;32;16;0.2;0.5;1059
64;32;32;16;0.3;0.2;1060
64;32;32;16;0.3;0.3;1061
64;32;32;16;0.3;0.4;1062
64;32;32;16;0.3;0.5;1063
64;32;32;16;0.4;0.2;1064
64;32;32;16;0.4;0.3;1065
64;32;32;16;0.4;0.4;1066
64;32;32;16;0.4;0.5;1067
64;32;32;16;0.5;0.2;1068
64;32;32;16;0.5;0.3;1069
64;32;32;16;0.5;0.4;1070
64;32;32;16;0.5;0.5;1071
64;32;32;32;0.2;0.2;1072
64;32;32;32;0.2;0.3;1073
64;32;32;32;0.2;0.4;1074
64;32;32;32;0.2;0.5;1075
64;32;32;32;0.3;0.2;1076
64;32;32;32;0.3;0.3;1077
64;32;32;32;0.3;0.4;1078
64;32;32;32;0.3;0.5;1079
64;32;32;32;0.4;0.2;1080
64;32;32;32;0.4;0.3;1081
64;32;32;32;0.4;0.4;1082
64;32;32;32;0.4;0.5;1083
64;32;32;32;0.5;0.2;1084
64;32;32;32;0.5;0.3;1085
64;32;32;32;0.5;0.4;1086
64;32;32;32;0.5;0.5;1087
64;32;32;64;0.2;0.2;1088
64;32;32;64;0.2;0.3;1089
64;32;32;64;0.2;0.4;1090
64;32;32;64;0.2;0.5;1091
64;32;32;64;0.3;0.2;1092
64;32;32;64;0.3;0.3;1093
64;32;32;64;0.3;0.4;1094
64;32;32;64;0.3;0.5;1095
64;32;32;64;0.4;0.2;1096
64;32;32;64;0.4;0.3;1097
64;32;32;64;0.4;0.4;1098
64;32;32;64;0.4;0.5;1099
64;32;32;64;0.5;0.2;1100
64;32;32;64;0.5;0.3;1101
64;32;32;64;0.5;0.4;1102
64;32;32;64;0.5;0.5;1103
64;32;64;16;0.2;0.2;1104
64;32;64;16;0.2;0.3;1105
64;32;64;16;0.2;0.4;1106
64;32;64;16;0.2;0.5;1107
64;32;64;16;0.3;0.2;1108
64;32;64;16;0.3;0.3;1109
64;32;64;16;0.3;0.4;1110
64;32;64;16;0.3;0.5;1111
64;32;64;16;0.4;0.2;1112
64;32;64;16;0.4;0.3;1113
64;32;64;16;0.4;0.4;1114
64;32;64;16;0.4;0.5;1115
64;32;64;16;0.5;0.2;1116
64;32;64;16;0.5;0.3;1117
64;32;64;16;0.5;0.4;1118
64;32;64;16;0.5;0.5;1119
64;32;64;32;0.2;0.2;1120
64;32;64;32;0.2;0.3;1121
64;32;64;32;0.2;0.4;1122
64;32;64;32;0.2;0.5;1123
64;32;64;32;0.3;0.2;1124
64;32;64;32;0.3;0.3;1125
64;32;64;32;0.3;0.4;1126
64;32;64;32;0.3;0.5;1127
64;32;64;32;0.4;0.2;1128
64;32;64;32;0.4;0.3;1129
64;32;64;32;0.4;0.4;1130
64;32;64;32;0.4;0.5;1131
64;32;64;32;0.5;0.2;1132
64;32;64;32;0.5;0.3;1133
64;32;64;32;0.5;0.4;1134
64;32;64;32;0.5;0.5;1135
64;32;64;64;0.2;0.2;1136
64;32;64;64;0.2;0.3;1137
64;32;64;64;0.2;0.4;1138
64;32;64;64;0.2;0.5;1139
64;32;64;64;0.3;0.2;1140
64;32;64;64;0.3;0.3;1141
64;32;64;64;0.3;0.4;1142
64;32;64;64;0.3;0.5;1143
64;32;64;64;0.4;0.2;1144
64;32;64;64;0.4;0.3;1145
64;32;64;64;0.4;0.4;1146
64;32;64;64;0.4;0.5;1147
64;32;64;64;0.5;0.2;1148
64;32;64;64;0.5;0.3;1149
64;32;64;64;0.5;0.4;1150
64;32;64;64;0.5;0.5;1151
64;64;16;16;0.2;0.2;1152
64;64;16;16;0.2;0.3;1153
64;64;16;16;0.2;0.4;1154
64;64;16;16;0.2;0.5;1155
64;64;16;16;0.3;0.2;1156
64;64;16;16;0.3;0.3;1157
64;64;16;16;0.3;0.4;1158
64;64;16;16;0.3;0.5;1159
64;64;16;16;0.4;0.2;1160
64;64;16;16;0.4;0.3;1161
64;64;16;16;0.4;0.4;1162
64;64;16;16;0.4;0.5;1163
64;64;16;16;0.5;0.2;1164
64;64;16;16;0.5;0.3;1165
64;64;16;16;0.5;0.4;1166
64;64;16;16;0.5;0.5;1167
64;64;16;32;0.2;0.2;1168
64;64;16;32;0.2;0.3;1169
64;64;16;32;0.2;0.4;1170
64;64;16;32;0.2;0.5;1171
64;64;16;32;0.3;0.2;1172
64;64;16;32;0.3;0.3;1173
64;64;16;32;0.3;0.4;1174
64;64;16;32;0.3;0.5;1175
64;64;16;32;0.4;0.2;1176
64;64;16;32;0.4;0.3;1177
64;64;16;32;0.4;0.4;1178
64;64;16;32;0.4;0.5;1179
64;64;16;32;0.5;0.2;1180
64;64;16;32;0.5;0.3;1181
64;64;16;32;0.5;0.4;1182
64;64;16;32;0.5;0.5;1183
64;64;16;64;0.2;0.2;1184
64;64;16;64;0.2;0.3;1185
64;64;16;64;0.2;0.4;1186
64;64;16;64;0.2;0.5;1187
64;64;16;64;0.3;0.2;1188
64;64;16;64;0.3;0.3;1189
64;64;16;64;0.3;0.4;1190
64;64;16;64;0.3;0.5;1191
64;64;16;64;0.4;0.2;1192
64;64;16;64;0.4;0.3;1193
64;64;16;64;0.4;0.4;1194
64;64;16;64;0.4;0.5;1195
64;64;16;64;0.5;0.2;1196
64;64;16;64;0.5;0.3;1197
64;64;16;64;0.5;0.4;1198
64;64;16;64;0.5;0.5;1199
64;64;32;16;0.2;0.2;1200
64;64;32;16;0.2;0.3;1201
64;64;32;16;0.2;0.4;1202
64;64;32;16;0.2;0.5;1203
64;64;32;16;0.3;0.2;1204
64;64;32;16;0.3;0.3;1205
64;64;32;16;0.3;0.4;1206
64;64;32;16;0.3;0.5;1207
64;64;32;16;0.4;0.2;1208
64;64;32;16;0.4;0.3;1209
64;64;32;16;0.4;0.4;1210
64;64;32;16;0.4;0.5;1211
64;64;32;16;0.5;0.2;1212
64;64;32;16;0.5;0.3;1213
64;64;32;16;0.5;0.4;1214
64;64;32;16;0.5;0.5;1215
64;64;32;32;0.2;0.2;1216
64;64;32;32;0.2;0.3;1217
64;64;32;32;0.2;0.4;1218
64;64;32;32;0.2;0.5;1219
64;64;32;32;0.3;0.2;1220
64;64;32;32;0.3;0.3;1221
64;64;32;32;0.3;0.4;1222
64;64;32;32;0.3;0.5;1223
64;64;32;32;0.4;0.2;1224
64;64;32;32;0.4;0.3;1225
64;64;32;32;0.4;0.4;1226
64;64;32;32;0.4;0.5;1227
64;64;32;32;0.5;0.2;1228
64;64;32;32;0.5;0.3;1229
64;64;32;32;0.5;0.4;1230
64;64;32;32;0.5;0.5;1231
64;64;32;64;0.2;0.2;1232
64;64;32;64;0.2;0.3;1233
64;64;32;64;0.2;0.4;1234
64;64;32;64;0.2;0.5;1235
64;64;32;64;0.3;0.2;1236
64;64;32;64;0.3;0.3;1237
64;64;32;64;0.3;0.4;1238
64;64;32;64;0.3;0.5;1239
64;64;32;64;0.4;0.2;1240
64;64;32;64;0.4;0.3;1241
64;64;32;64;0.4;0.4;1242
64;64;32;64;0.4;0.5;1243
64;64;32;64;0.5;0.2;1244
64;64;32;64;0.5;0.3;1245
64;64;32;64;0.5;0.4;1246
64;64;32;64;0.5;0.5;1247
64;64;64;16;0.2;0.2;1248
64;64;64;16;0.2;0.3;1249
64;64;64;16;0.2;0.4;1250
64;64;64;16;0.2;0.5;1251
64;64;64;16;0.3;0.2;1252
64;64;64;16;0.3;0.3;1253
64;64;64;16;0.3;0.4;1254
64;64;64;16;0.3;0.5;1255
64;64;64;16;0.4;0.2;1256
64;64;64;16;0.4;0.3;1257
64;64;64;16;0.4;0.4;1258
64;64;64;16;0.4;0.5;1259
64;64;64;16;0.5;0.2;1260
64;64;64;16;0.5;0.3;1261
64;64;64;16;0.5;0.4;1262
64;64;64;16;0.5;0.5;1263
64;64;64;32;0.2;0.2;1264
64;64;64;32;0.2;0.3;1265
64;64;64;32;0.2;0.4;1266
64;64;64;32;0.2;0.5;1267
64;64;64;32;0.3;0.2;1268
64;64;64;32;0.3;0.3;1269
64;64;64;32;0.3;0.4;1270
64;64;64;32;0.3;0.5;1271
64;64;64;32;0.4;0.2;1272
64;64;64;32;0.4;0.3;1273
64;64;64;32;0.4;0.4;1274
64;64;64;32;0.4;0.5;1275
64;64;64;32;0.5;0.2;1276
64;64;64;32;0.5;0.3;1277
64;64;64;32;0.5;0.4;1278
64;64;64;32;0.5;0.5;1279
64;64;64;64;0.2;0.2;1280
64;64;64;64;0.2;0.3;1281
64;64;64;64;0.2;0.4;1282
64;64;64;64;0.2;0.5;1283
64;64;64;64;0.3;0.2;1284
64;64;64;64;0.3;0.3;1285
64;64;64;64;0.3;0.4;1286
64;64;64;64;0.3;0.5;1287
64;64;64;64;0.4;0.2;1288
64;64;64;64;0.4;0.3;1289
64;64;64;64;0.4;0.4;1290
64;64;64;64;0.4;0.5;1291
64;64;64;64;0.5;0.2;1292
64;64;64;64;0.5;0.3;1293
64;64;64;64;0.5;0.4;1294
64;64;64;64;0.5;0.5;1295
